"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A missing table means this environment runs an older schema.

        Every request touching it would return a 500, so this is the first
        thing worth knowing when a freshly deployed environment misbehaves.
        ","0","test_expected_table_exists[carts]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestTablesAndMigrations","test_schema","",""
"","0","test_tax_is_the_rate_applied_to_the_amount[50.00-4.00]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestTax","test_pricing","",""
"","2","test_admin_endpoints_reject_anonymous_callers[DELETE-admin-products-1]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"","45","test_the_shipping_address_is_copied_onto_the_order","tests.api.tests","Sat Aug 29 06:45:27 UTC 2026","passed","Sat Aug 29 06:45:27 UTC 2026","TestCheckoutSuccess","test_orders","",""
"","9","test_hostile_address_fields_are_handled_safely[unicode-rtl-override]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"","1","test_unparseable_json_is_not_an_approval","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestChargeInterpretation","test_order_rules","",""
"","0","test_rejects_malformed_headers[Bearer a b c]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestBearerExtraction","test_security_helpers","",""
"Each line is rounded as it is produced.

        Rounding once at the end would let sub-cent error accumulate and produce
        a subtotal that does not equal the sum of the line totals shown to the
        customer - a discrepancy that is very hard to explain on an invoice.
        ","1","test_rounds_per_line_not_only_at_the_end","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestSubtotal","test_pricing","",""
"Scoped to this test's own brand.

        Asserting against the whole catalogue would mean asserting that no other
        worker created a product in the microseconds after this one - which is
        a statement about the test runner, not about sorting.
        ","24","test_newest_first_puts_the_most_recent_product_first","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestSorting","test_catalog","",""
"Once it is in transit, cancellation is a returns problem.","67","test_a_shipped_order_cannot_be_cancelled","tests.api.tests","Sat Aug 29 06:45:32 UTC 2026","passed","Sat Aug 29 06:45:32 UTC 2026","TestCancellation","test_orders","",""
"","57","test_order_money_is_a_number[tax]","tests.contract.tests","Sat Aug 29 06:45:37 UTC 2026","passed","Sat Aug 29 06:45:37 UTC 2026","TestMoneyContract","test_openapi_contract","",""
"Anything that is not a positive whole number must be refused at the edge.

    A quantity that slips through is not cosmetic: zero and negative values
    reach the pricing code and can produce negative line totals, and a JSON
    boolean silently becomes one unit the customer never asked for and will be
    charged for.
    ","14","test_invalid_quantities_are_rejected[far-above-limit]","tests.api.tests","Sat Aug 29 06:45:23 UTC 2026","passed","Sat Aug 29 06:45:23 UTC 2026","","test_cart","",""
"","4","test_admin_endpoints_reject_anonymous_callers[PUT-admin-products-1-stock]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"The reason every sort carries a unique tiebreaker.

        Ordering by a non-unique key alone lets PostgreSQL return equal-valued
        rows in any order it likes, so page 2 can repeat a row already shown on
        page 1 - and silently omit another.

        The products are created by this test, all with **identical** price,
        rating and name prefix, and are isolated behind a unique brand. That
        does two things: it forces the tie case the tiebreaker exists for, and
        it makes the walk immune to other workers creating products mid-run,
        which is what made an earlier version of this test fail under `-n auto`.
        ","108","test_pages_never_repeat_or_skip_a_product[price_asc]","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestPagination","test_catalog","",""
"","3","test_admin_endpoints_reject_anonymous_callers[PATCH-admin-users-1-active]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"","0","test_tax_is_the_rate_applied_to_the_amount[19.99-1.60]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestTax","test_pricing","",""
"","296","test_the_quantity_stepper_cannot_go_below_one","tests.ui.tests","Sat Aug 29 06:46:24 UTC 2026","passed","Sat Aug 29 06:46:24 UTC 2026","TestProductDetail","test_catalog_ui","",""
"","0","test_rejects_malformed_headers[abc.def.ghi]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestBearerExtraction","test_security_helpers","",""
"","14","test_hostile_search_terms_are_handled_as_text[xss-javascript-uri]","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestSearchInput","test_injection","",""
"These are the columns the API filters, sorts and joins on.

        Without the index the query still returns the right answer, which is
        exactly why no functional test catches its loss - the failure arrives
        much later, as a timeout under production data volumes.
        ","1","test_query_path_is_indexed[products-btree (lower(]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestIndexes","test_schema","",""
"","1","test_every_amount_has_exactly_two_decimal_places","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestComputeTotals","test_pricing","",""
"","0","test_free_at_or_above_the_threshold[0.00-0.00]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestShipping","test_pricing","",""
"`%` is a character to a shopper, and must be one to the query too.

        Unescaped, a search for ""100%"" would return the whole catalogue.
        ","6","test_like_wildcards_are_matched_literally[_%_]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","2","test_pagination_boundaries[negative-page]","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestPagination","test_catalog","",""
"","2","test_a_tampered_payload_breaks_the_signature","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestTokenForgery","test_authorization","",""
"A 409 the spec does not mention is a 409 no client is ready for.

        Documenting only the happy path is the most common way an OpenAPI
        document becomes misleading.
        ","0","test_failure_responses_are_documented[/api/v1/auth/register-post-expected_codes2]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","0","test_sensitive_keys_are_redacted[card_number]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestLogRedaction","test_order_rules","",""
"","2","test_a_hostile_path_segment_never_500s[xss-img-onerror]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"A correctly signed token whose subject was deleted must not work.","3","test_a_token_for_a_nonexistent_account_is_rejected","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestTokenForgery","test_authorization","",""
"","66","test_an_order_matches_its_schema","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestResponseConformance","test_openapi_contract","",""
"Delete rules decide what happens to data nobody is looking at.

        Getting one wrong stays invisible until the day a product is deleted
        and years of order history vanish with it - by which point the backup
        window has usually closed.
        ","19","test_foreign_key_and_delete_rule[cart_items.product_id-to-products-CASCADE]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestForeignKeys","test_schema","",""
"","0","test_percentage_discount[199.99-10-20.00]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestDiscount","test_pricing","",""
"","2","test_malformed_tokens_are_rejected[two-segments]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestTokens","test_auth","",""
"","1","test_sensitive_keys_are_redacted[secret_key]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestLogRedaction","test_order_rules","",""
"","10","test_product_listing_items_match_their_schema","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestResponseConformance","test_openapi_contract","",""
"The summary assertion for this whole file.

        Sends every payload at every text surface, then verifies the schema and
        the data are exactly as they were. A `DROP TABLE` that succeeded would
        fail here loudly.
        ","218","test_the_database_is_unchanged_after_every_payload","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestIntegrity","test_injection","",""
"Business rule 3.

        The whole admin surface, not a sample: a route added without the
        dependency would be caught here rather than in production.
        ","4","test_customers_are_refused_on_every_admin_endpoint[DELETE-admin-products-1]","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestRoleEnforcement","test_authorization","",""
"","3","test_protected_endpoints_reject_anonymous_callers[POST-checkout-quote]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"","8","test_price_ascending_is_actually_ascending","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestSorting","test_catalog","",""
"","42","test_an_order_can_be_opened_in_full","tests.api.tests","Sat Aug 29 06:45:31 UTC 2026","passed","Sat Aug 29 06:45:31 UTC 2026","TestOrderHistory","test_orders","",""
"","0","test_brand_detection[378282246310005-amex]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestCardHelpers","test_order_rules","",""
"Cross-account cart leakage would expose one customer's basket to another.

    Both customers act over the same connection here, which is exactly the
    condition under which a cart keyed on anything but the authenticated user
    would leak.
    ","72","test_each_customer_has_an_independent_cart","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","","test_cart","",""
"The idempotency guard must not over-collapse.

    Two genuinely different purchases, submitted simultaneously with different
    keys, must both go through - otherwise the fix for double-clicking would
    break repeat buying.
    ","184","test_distinct_keys_still_create_distinct_orders","tests.integration.tests","Sat Aug 29 06:45:46 UTC 2026","passed","Sat Aug 29 06:45:46 UTC 2026","","test_concurrency","",""
"The cart has to outlive the request that created it.

        A cart held only in the session would vanish on the next deploy or
        whenever the customer switched device, and they would arrive at
        checkout with an empty basket. These rows are what make it durable.
        ","27","test_adding_to_cart_writes_a_cart_and_a_cart_item_row","tests.database.tests","Sat Aug 29 06:45:33 UTC 2026","passed","Sat Aug 29 06:45:33 UTC 2026","TestCartPersistence","test_persistence","",""
"A stale basket tab must get a clear 404, not a silent success.","14","test_removing_a_product_that_is_not_in_the_cart_is_404","tests.api.tests","Sat Aug 29 06:45:23 UTC 2026","passed","Sat Aug 29 06:45:23 UTC 2026","","test_cart","",""
"","0","test_order_above_the_threshold_ships_free","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestComputeTotals","test_pricing","",""
"","0","test_line_total_is_price_times_quantity[1249.00-2-2498.00]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestSubtotal","test_pricing","",""
"","5","test_a_hostile_password_never_authenticates[xss-javascript-uri]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"","0","test_rejects_zero_and_negative[-1]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateQuantity","test_inventory_rules","",""
"","23","test_search_is_case_insensitive","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"Minted already-expired, so this takes microseconds rather than an hour.","1","test_an_expired_token_is_rejected","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestAccessTokens","test_security_helpers","",""
"","0","test_rejects_invalid_addresses[plain]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestEmail","test_security_helpers","",""
"","628","test_filtering_by_category","tests.ui.tests","Sat Aug 29 06:46:11 UTC 2026","passed","Sat Aug 29 06:46:11 UTC 2026","TestFiltering","test_catalog_ui","",""
"","1","test_rejects_requests_above_stock[6-5]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAvailability","test_inventory_rules","",""
